OBJECTID,TENCODE,ADDRESS,OWNER1,OWNER2,BLDG_CODE,BLDG_DESC,BRT_ID,GROSS_AREA,YEAR,SEASON,VL_NUM,NUMPARCELS,SQ_FT,TREES_NUM,TARGETAREA,GROUP_,GRID,CCD,CCD_PERSON,ADDR_RANGE,ZIPCODE,Shape__Area,Shape__Length
95,3744002924,2924 W GLENWOOD AVE,WM JAS MC LAUGHLIN,JESSIE,SR,VAC LAND RES < ACRE,324199200,574,2006,Fall,VL0927BR-C,3,1888,0,North Central,,276,5,Darrell L. Clarke,2920-2924 W GLENWOOD AVENUE,19121,574.236877441406,116.363494198354
96,1720000514,514 W BERKS ST,CLARK ALFONSO, ,SR,VAC LAND RES < ACRE,183041500,942,2000,Spring,VL0003,9,30397,0,Eastern North,,292,7,Maria Quinones-Sanchez,"1848-52 GERMANTOWN AVE;  514-24, 528-30 W BERKS ST",19122,955.9853515625,134.28971431021
97,1720003052,3052 W BERKS ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,323026300,1178,2004,Spring,VL0336NC,1,1995,5,North Central,,276,5,Darrell L. Clarke,"3055 EUCLID AVENUE; 3052 W BERKS STREET",19121,1188.89849853516,183.236342888202
98,2201002909,2909-11 CECIL B MOORE AVE,COMMUNITY CONCERN 13,MINI SCHOOL INC,SR,VAC LAND RES < ACRE,324053201,2388,2003,Spring,VL0189NCSM,8,11477,0,North Central,,276,5,Darrell L. Clarke,2901-2915 CECIL B MOORE AVENUE,19121,2388.85675048828,213.638730572783
99,8797002111,2111 N 09TH ST,PELZER FUNERAL HOME,INCORPORATED,SR,VAC LAND RES < ACRE,202159700,846,2011,Spring,VL1821EN,4,3500,3,Eastern North,,278,5,Darrell L. Clarke,"819-821 DIAMOND STREET; 2109-2111 N 9TH STREET",19122,864.217529296875,144.710283814447
100,3498002118,2118 N FRANKLIN ST,WINDER TREVOR, ,SR,VAC LAND RES < ACRE,202072000,991,2004,Fall,VL0537EN,3,4260,0,Eastern North,,278,5,Darrell L. Clarke,"2118-2122 N FRANKLIN STREET; 2121-2123 N 8TH STREET",19122,1011.00354003906,168.956431642466
101,4602000611,611 JEFFERSON ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,201013001,703,2014,Spring,VL2700EN,2,1647,0,Eastern North,,292,5,Darrell L. Clarke,611-613 Jefferson Street,19122,696.953186035156,141.406217120941
102,6390001224,1224 PENNOCK ST,SHIPP GEORGE, ,SR,VAC LAND RES < ACRE,292087600,494,2014,Fall,VL2976NC_CLP,4,1900,0,North Central,,290,5,Darrell L. Clarke,1220-26 Pennock St,19121,495.524291992188,104.617118173516
103,1720003012,3012 W BERKS ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,323024401,1121,2004,Spring,VL0334NC,16,15811,8,North Central,,276,5,Darrell L. Clarke,"3008-3016; 3020-3038 W Berks Street",19121,1118.91442871094,182.720523628761
104,7568000908,908 W SUSQUEHANNA AVE,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,201098201,910,2007,Spring,VL1064NC,8,8315,0,Eastern North,,278,5,Darrell L. Clarke,"900-912 W SUSQUEHANNA AVENUE; 2156 N 9TH STREET",19122,911.638732910156,158.417492135678
105,5676002409,2409 W MONTGOMERY AVE,TRUITT LEON, ,SR,VAC LAND RES < ACRE,322214200,1105,2010,Spring,VL1786NC,22,13701,10,North Central,,276,5,Darrell L. Clarke,"1800-1828 N 24TH STREET;  2403-2415 W MONTGOMERY AVENUE",19121,1129.01379394531,178.83371334967
106,8832001410,1410 N 27TH ST,SALLY KORNEGAY W/O,ALBERT KORNEGAY,SR,VAC LAND RES < ACRE,292060100,608,2006,Fall,VL0885BR-A,7,4400,5,North Central,,290,5,Darrell L. Clarke,1406-1418 N 27TH STREET,19121,625.89794921875,108.496788724413
107,8793002238,2238 N 07TH ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,371066601,1039,2015,Fall,VL3133EN_R_CLP,13,13000,0,Eastern North,,278,5,Darrell L. Clarke,"2220-44 N 7TH ST; 2243-51 N FRANKLIN ST",19133,1057.20568847656,165.456999197704
108,2844000635,635 DIAMOND ST,WOODS ELLE TY,YILMAZ GOZDE,SR,VAC LAND RES < ACRE,201083700,1095,2013,Fall,VL2360EN,4,3505,2,Eastern North,,278,5,Darrell L. Clarke,629-635 DIAMOND STREET,19122,1095.77838134766,165.455488249903
109,6014000806,806 W NORRIS ST,ALBERT BROWN,SYLVIA,SR,VAC LAND COMM. < ACRE,201070400,912,2004,Spring,VL0279EN,20,26655,0,Eastern North,,278,5,Darrell L. Clarke,"1942-1944; 1948-1950; 1956-1960 N DARIEN STREET; 
806-818 W NORRIS STREET; 1933*",19122,912.726257324219,161.193075835418
110,8840001804,1804 N 31ST ST, , ,SR, ,323289301,0,2004,Spring,VL0325NC,5,6480,6,North Central,,276,5,Darrell L. Clarke,1802-1810 N 31ST STREET,19121,1210.22821044922,183.278423423965
111,3072000542,542 EDGLEY ST,PAUL JINKS, ,SR,VAC LAND RES < ACRE,191387000,600,2016,Fall,VL3455EN_CLP,14,6940,3,EASTERN NORTH 2,,278,7,Maria Quinones-Sanchez,516-542 EDGLEY ST,19122,599.736267089844,107.93304386049
112,3236003136,3136 EUCLID AVE,HOLMES TERRENCE R,HOLMES TRINA L,SR,VAC LAND RES < ACRE,323016000,1005,2008,Spring,VL1355NC,1,897,0,North Central,,276,5,Darrell L. Clarke,3136 EUCLID AVENUE,19121,1001.20635986328,170.33226277116
113,8793001500,1500 N 07TH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND COMM. < ACRE,202021301,1134,2014,Spring,VL2703EN,1,1349,0,Eastern North,,292,5,Darrell L. Clarke,1500 N 07th Street,19122,1091.41833496094,163.765378967308
114,7568000915,915 W SUSQUEHANNA AVE,ESTEE WALKER, ,SR,VAC LAND RES < ACRE,371304000,966,2007,Spring,VL1112NC,5,5862,4,Eastern North,,278,5,Darrell L. Clarke,"911-915 W SUSQUEHANNA AVENUE; 
2201-2203 N DELHI STREET",19133,947.876098632813,154.693013218213
115,2382003103,3103 CLIFFORD ST,EARNEST LAWS,GERTRUDE,SR,VAC LAND RES < ACRE,324067000,1548,2011,Spring,VL1929NC,2,3680,2,North Central,,276,5,Darrell L. Clarke,3101-3103 W CLIFFORD STREET,19121,1507.1787109375,214.706748801106
116,8797001953,1953 N 09TH ST,SIPPIN JOHN J, ,SR,VAC LAND RES < ACRE,202155600,736,2004,Spring,VL0279EN,20,26655,0,Eastern North,,278,5,Darrell L. Clarke,"1942-1944; 1948-1950; 1956-1960 N DARIEN STREET; 
806-818 W NORRIS STREET; 1933*",19122,747.780334472656,134.198462490535
117,2844000818,818 DIAMOND ST,HOPE STREET DEVELOPERS LL, ,SR,VAC LAND RES < ACRE,201080400,784,2011,Spring,VL1954EN,3,2610,1,Eastern North,,278,5,Darrell L. Clarke,816-820 DIAMOND STREET,19122,804.696594238281,140.368442384992
118,5386001703,1703 N MARSHALL ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,201126901,743,2011,Spring,VL1973EN,5,3657,2,Eastern North,,292,5,Darrell L. Clarke,1703-1711 N MARSHALL STREET,19122,743.374084472656,132.992625417591
119,6336001901,1901 N PATTON ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,323305000,780,2004,Spring,VL0381NC,2,1760,4,North Central,,276,5,Darrell L. Clarke,"1900, 1901 N PATTON STREET",19121,778.639465332031,128.16646718655
120,8791002307,2307 N 06TH ST,SHEPHARDS CHAPEL,BAPTIST CHURCH,SR,VAC LAND RES < ACRE,191373300,720,2008,Spring,VL1456EN,3,4150,2,Eastern North,,278,7,Maria Quinones-Sanchez,2307-2311 N 6TH STREET,19133,707.798400878906,143.734752708302
121,2844000620,620 DIAMOND ST,PAUL HERBERT MENZEL, ,SR,VAC LAND RES < ACRE,201078000,1037,2015,Fall,VL3167EN_CLP,1,992,0,CHOICE NEIGHBORHOOD,,278,5,Darrell L. Clarke,620 DIAMOND ST,19122,1062.0419921875,163.725724166886
122,8842001834,1834 N 32ND ST,JOHNSON HAROLD, ,SR,VAC LAND RES < ACRE,323321300,1516,2012,Spring,VL1847NC,2,2760,1,North Central,,276,5,Darrell L. Clarke,1834-1836 N 32ND STREET,19121,1549.77288818359,228.478383161134
123,6828002552,2552 RIDGE AVE,ABRAHAM S FREEZMAN, ,SR,VAC LAND RES < ACRE,322221000,1111,2004,Spring,VL0407NC,3,3626,0,North Central,,276,5,Darrell L. Clarke,2550-2554 RIDGE AVENUE,19121,1111.53192138672,170.633882174088
124,8795002117,2117 N 08TH ST,HOLMES CHARLES, ,SR,VAC LAND RES < ACRE,202100100,1065,2015,Fall,VL3157EN_CLP,1,2130,0,CHOICE NEIGHBORHOOD,,278,5,Darrell L. Clarke,2117 N 08TH ST,19122,1073.07012939453,171.068983282569
125,5386002216,2216 N MARSHALL ST,ENRIQUE RODRIQUEZ, ,SR,VAC LAND RES < ACRE,371048800,1272,2015,Fall,VL3166EN_CLP,14,29000,0,CHOICE NEIGHBORHOOD,,278,5,Darrell L. Clarke,"2203-2219 N 7TH ST; 2200-2218 MARSHALL ST",19133,1260.16961669922,181.727323679745
126,8793001403,1403 N 7TH ST,GUZMAN DAVID, ,SC,VAC LAND COMM. < ACRE,202000300,1142,2016,Spring,VL3669NC_CLP,1,2354,0,NIH_EN,,292,5,Darrell L. Clarke,1401-1403 N 7TH ST,19122,1168.33776855469,175.784126585525
127,3236003115,3115 EUCLID AVE,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,323020800,1073,2008,Spring,VL1353NC,5,936,0,North Central,,276,5,Darrell L. Clarke,3113-21 EUCLID AVE,19121,1073.72863769531,172.743471938582
128,8840001715,1715 N 31ST ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,324194501,930,2003,Spring,VL0192NCSM,10,13472,13,North Central,,276,5,Darrell L. Clarke,"1709-1721, 1727-1731 N 31ST STREET; 3100 CLIFFORD STREET",19121,925.979125976563,151.958723655595
129,8795002211,2211 N 08TH ST,FLETCHER A HARRIS,ANNA MAE,SR,VAC LAND RES < ACRE,371096600,1073,2004,Fall,VL0532EN,7,8496,0,Eastern North,,278,5,Darrell L. Clarke,"2201-2211 N 8TH STREET; 2200 N FRANKLIN ST",19133,1070.77990722656,170.343350446854
130,2844000816,816 DIAMOND ST,ANNABEL MC CLENDON, ,SR,VAC LAND RES < ACRE,201080300,813,2011,Spring,VL1954EN,3,2610,1,Eastern North,,278,5,Darrell L. Clarke,816-820 DIAMOND STREET,19122,813.762329101563,145.161391135512
131,5964001946,1946 N NEWKIRK ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,323222901,625,2016,Fall,VL3494NC_CLP,4,2805,2,NORTH CENTRAL,,276,5,Darrell L. Clarke,1940-1946 N NEWKIRK ST,19121,617.078674316406,121.559080141318
132,2844000532,532 DIAMOND ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,183220401,957,2011,Spring,VL1964EN,8,7540,5,Eastern North,,278,7,Maria Quinones-Sanchez,522-536 DIAMOND STREET,19122,972.711059570313,156.359192448261
133,8797002117,2117 N 09TH ST,FRANK K MURPHY,ELIZABETH,SR,VAC LAND RES < ACRE,202160000,894,2015,Fall,VL3158EN_CLP,2,3808,0,CHOICE NEIGHBORHOOD,,278,5,Darrell L. Clarke,2115-17 N 09TH ST,19122,894.727600097656,145.50748027851
134,6828002412,2412 RIDGE AVE,6901 SHERMAN LLC, ,SC,VAC LAND COMM. < ACRE,291278700,1792,2004,Spring,VL0318NC,2,17912,0,North Central,,276,5,Darrell L. Clarke,2408-2422 RIDGE AVENUE,19121,1792.97619628906,204.967185509951
135,8842001828,1828 N 32ND ST,BERRY TERESA M, ,SR,VAC LAND RES < ACRE,323321000,1600,2012,Spring,VL1848NC,2,2852,1,North Central,,276,5,Darrell L. Clarke,1828-1830 N 32ND STREET,19121,1592.13067626953,230.072151130624
136,3072000518,518 EDGLEY ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,191385801,444,2016,Fall,VL3455EN_CLP,14,6940,3,EASTERN NORTH 2,,278,7,Maria Quinones-Sanchez,516-542 EDGLEY ST,19122,440.979919433594,97.8551505767081
137,8836001709,1709 N 29TH ST,MAURY DOTSON & MALISSA, ,SR,VAC LAND RES < ACRE,324177000,975,2006,Fall,VL0925BR-C,3,2924,0,North Central,,276,5,Darrell L. Clarke,1705-1709 N 29TH STREET,19121,983.929382324219,160.21971009362
138,6828002409,2409 RIDGE AVE,DOROTHY W RILAY,CATHERINE JEANNE,SR,VAC LAND RES < ACRE,472089600,2130,2008,Fall,VL1532NC,4,960,0,North Central,,276,5,Darrell L. Clarke,"2409 RIDGE AVE; 2400-08 W MONTGOMERY AVE",19121,2130.61480712891,272.981067145999
139,7568000509,509 W SUSQUEHANNA AVE,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,191402901,1139,2011,Spring,VL1966EN,5,3905,3,Eastern North,,279,7,Maria Quinones-Sanchez,507-515 W SUSQUEHANNA AVENUE,19133,1141.09484863281,167.064237133049
140,3072000536,536 EDGLEY ST,PHILIP R COREN,BELLE,SR,VAC LAND RES < ACRE,191386700,518,2016,Fall,VL3455EN_CLP,14,6940,3,EASTERN NORTH 2,,278,7,Maria Quinones-Sanchez,516-542 EDGLEY ST,19122,515.58984375,102.191179428978
141,7568000519,519 W SUSQUEHANNA AVE,CITY OF PHILA, ,SR,VAC LAND IND < ACRE,191403401,1213,2011,Spring,VL1967EN,2,2520,3,Eastern North,,278,7,Maria Quinones-Sanchez,517-519 W SUSQUEHANNA AVENUE,19133,1242.40393066406,175.878353822067
142,2844000522,522 DIAMOND ST,PHILA HOUSING AUTHORITY, ,O50,ROW 3 STY MASONRY,183219901,717,2011,Spring,VL1964EN,8,7540,5,Eastern North,,278,7,Maria Quinones-Sanchez,522-536 DIAMOND STREET,19122,738.918579101563,144.432392181491
143,3666002003,2003 GERMANTOWN AVE,PHILADELPHIA REDEVELOPMEN, ,SC,VAC LAND COMM. < ACRE,183433700,889,2001,Spring,AS0004,5,8330,8,Eastern North,,278,7,Maria Quinones-Sanchez,"2001-2009 GERMANTOWN AVENUE; 
2002-2004 N RANDOLPH STREET",19122,889.37890625,142.682229596822
144,3666002005,2005 GERMANTOWN AVE,TATAREN MICHAEL, ,SC,VAC LAND COMM. < ACRE,183433800,950,2001,Spring,AS0004,5,8330,8,Eastern North,,278,7,Maria Quinones-Sanchez,"2001-2009 GERMANTOWN AVENUE; 
2002-2004 N RANDOLPH STREET",19122,950.068542480469,150.183423265489
145,8793001945,1945 N 07TH ST,SAN MARCO PROPERTIES LLC, ,SR,VAC LAND RES < ACRE,202014500,1642,2011,Spring,VL1740EN_R,3,13756,2,Eastern North,,278,5,Darrell L. Clarke,1937-1949 N 7TH STREET,19122,1642.71203613281,212.315204691933
146,8793001949,1949 N 07TH ST,AGAPITO LOPEZ,NIDIA,SR,VAC LAND RES < ACRE,202014700,1392,2011,Spring,VL1740EN_R,3,13756,2,Eastern North,,278,5,Darrell L. Clarke,1937-1949 N 7TH STREET,19122,1403.65765380859,206.751607183261
147,2752000534,534 W DAUPHIN ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191414601,832,2000,Spring,VL0049,3,3168,6,Eastern North,,278,7,Maria Quinones-Sanchez,"532-536 W DAUPHIN STREET; 2263 N FAIRHILL STREET",19133,840.134094238281,136.275684719061
148,1966001804,1804 N BUCKNELL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,322137001,693,2008,Spring,VL1358NC,5,4685,6,North Central,,277,5,Darrell L. Clarke,"1801-1803 N 24TH STREET; 1800-1804 N BUCKNELL STREET",19121,693.054626464844,124.344062245788
149,3498002142,2142 N FRANKLIN ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,202073201,991,2004,Fall,VL0535EN,5,5680,0,Eastern North,,278,5,Darrell L. Clarke,2138-2146 N FRANKLIN STREET,19122,981.01513671875,167.880900258506
150,8840001841,1841 N 31ST ST,REDEVELOPMENT AUTH PHILA, ,SR,VAC LAND RES < ACRE,323282300,2820,2004,Spring,VL0362NC,11,9600,6,North Central,,276,5,Darrell L. Clarke,1827-1849 N 31ST STREET,19121,1411.28375244141,212.324516878041
151,8797001921,1921 N 09TH ST,SECRETARY OF HOUSING,URBAN DEVELOPMENT,SR,VAC LAND RES < ACRE,202154000,765,2004,Fall,VL0531EN,8,8756,0,Eastern North,,278,5,Darrell L. Clarke,"1908; 1912; 1922 N DARIEN STREET; 
1915-1917 N 9TH STREET; 1921-1927 N 9TH STRE*",19122,765.559936523438,139.040417534807
152,8793002230,2230 N 07TH ST,MURPHY JAMES, ,SR,VAC LAND RES < ACRE,371066200,1033,2015,Fall,VL3133EN_R_CLP,13,13000,0,Eastern North,,278,5,Darrell L. Clarke,"2220-44 N 7TH ST; 2243-51 N FRANKLIN ST",19133,1033.71960449219,164.565440862491
153,7568000912,912 W SUSQUEHANNA AVE,WILLIS CHARLES, ,SR,VAC LAND RES < ACRE,201098400,975,2007,Spring,VL1064NC,8,8315,0,Eastern North,,278,5,Darrell L. Clarke,"900-912 W SUSQUEHANNA AVENUE; 2156 N 9TH STREET",19122,980.377197265625,160.752380131349
154,5964001944,1944 N NEWKIRK ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,323222801,670,2016,Fall,VL3494NC_CLP,4,2805,2,NORTH CENTRAL,,276,5,Darrell L. Clarke,1940-1946 N NEWKIRK ST,19121,687.226928710938,124.351322621633
155,3666002009,2009 GERMANTOWN AVE,CITY OF PHILA, ,SR,VAC LAND COMM. < ACRE,183434001,1685,2001,Spring,AS0004,5,8330,8,Eastern North,,278,7,Maria Quinones-Sanchez,"2001-2009 GERMANTOWN AVENUE; 
2002-2004 N RANDOLPH STREET",19122,1685.40106201172,241.423196931003
156,8828002040,2040 N 25TH ST,CITY OF PHILADELPHIA, ,SR,VAC LAND RES < ACRE,322182200,1120,2010,Spring,VL1730NC,2,2220,1,North Central,,276,5,Darrell L. Clarke,2040-2042 N 25TH STREET,19121,1109.78430175781,169.857326709779
157,5386002202,2202 N MARSHALL ST,PITT RAYMOND L REV,PITT THOMASENA T/F,SR,VAC LAND RES < ACRE,371048201,2151,2009,Spring,VL3166EN_CLP,14,29000,0,Eastern North,,278,5,Darrell L. Clarke,"2203-2219 N 7TH ST; 2200-2218 MARSHALL ST",19133,2128.76458740234,242.461525927875
158,2844000821,821 DIAMOND ST,HOPE STREET DEVELOPERS LL, ,SR,VAC LAND RES < ACRE,201085600,945,2011,Spring,VL1821EN,4,3500,3,Eastern North,,278,5,Darrell L. Clarke,"819-821 DIAMOND STREET; 2109-2111 N 9TH STREET",19122,958.626220703125,156.24439043698
159,1720003026,3026 W BERKS ST,CITY OF PHILADELPHIA, ,SR,VAC LAND RES < ACRE,323025101,1181,2004,Spring,VL0334NC,16,15811,8,North Central,,276,5,Darrell L. Clarke,"3008-3016; 3020-3038 W Berks Street",19121,1181.21697998047,183.95167070473
160,8793002260,2260 N 07TH ST,MNE PROPERTIES LLC, ,SR,VAC LAND COMM. < ACRE,371067700,1330,2005,Spring,VL0659EN,2,4012,3,Eastern North,,278,5,Darrell L. Clarke,2258-2262 N 7TH STREET,19133,1321.68707275391,179.314477058449
161,8840001829,1829 N 31ST ST,REDEVELOPMENT AUTH PHILA, ,SR,VAC LAND RES < ACRE,323281700,6818,2004,Spring,VL0362NC,11,9600,6,North Central,,276,5,Darrell L. Clarke,1827-1849 N 31ST STREET,19121,1351.794921875,211.279254380769
162,2844002500,2500 DIAMOND ST,MC DUFFY HERBERT,THERESA,SR,VAC LAND RES < ACRE,322267500,1156,2007,Fall,VL1187NC,3,4794,3,North Central,,276,5,Darrell L. Clarke,2500-2504 DIAMOND STREET,19121,1156.26336669922,189.757475970435
163,8797002122,2122 N 09TH ST,JACK LISS, ,O50,VAC LAND RES < ACRE,202166900,784,2015,Fall,VL3159EN_CLP,3,2856,0,CHOICE NEIGHBORHOOD,,278,5,Darrell L. Clarke,2122-26 N 09TH ST,19122,756.068115234375,138.721620446306
164,6212003225,3225 W OXFORD ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,324012601,1360,2011,Spring,VL1835NC_R,8,9814,2,North Central,,276,5,Darrell L. Clarke,"1601-1607 N 33RD STREET; 3225-31 W OXFORD SREET",19121,1367.42474365234,195.458483189465
165,5386001723,1723 N MARSHALL ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,201127901,735,2011,Spring,VL1976EN,2,1350,0,Eastern North,,292,5,Darrell L. Clarke,1721-1723 N MARSHALL STREET,19122,735.966369628906,132.813678936552
166,8840001711,1711 N 31ST ST, , ,SR, ,324194300,0,2003,Spring,VL0192NCSM,10,13472,13,North Central,,276,5,Darrell L. Clarke,"1709-1721, 1727-1731 N 31ST STREET; 3100 CLIFFORD STREET",19121,713.414001464844,122.526892740376
167,8791002309,2309 N 06TH ST,JAMES ROBINSON,RUBY L,SR,VAC LAND RES < ACRE,191373400,720,2008,Spring,VL1456EN,3,4150,2,Eastern North,,278,7,Maria Quinones-Sanchez,2307-2311 N 6TH STREET,19133,718.022338867188,144.042043255418
168,1720003008,3008 W BERKS ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,323024201,1178,2004,Spring,VL0334NC,16,15811,8,North Central,,276,5,Darrell L. Clarke,"3008-3016; 3020-3038 W Berks Street",19121,1178.10980224609,184.657642847787
169,3498002243,2243 N FRANKLIN ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,371078701,1005,2015,Fall,VL3133EN_R_CLP,10,7920,0,CHOICE NEIGHBORHOOD,,278,5,Darrell L. Clarke,"2220-44 N 7TH ST; 2243-51 N FRANKLIN ST",19133,1010.60845947266,165.043698185871
170,1720000520,520 W BERKS ST,YONA CONSTRUCTION LLC, ,SR,VAC LAND COMM. < ACRE,183041900,1140,2000,Spring,VL0003,9,30397,0,Eastern North,,292,7,Maria Quinones-Sanchez,"1848-52 GERMANTOWN AVE;  514-24, 528-30 W BERKS ST",19122,1104.36175537109,170.104089265983
171,7568000922,922 W SUSQUEHANNA AVE,BEY SUDAN, ,SR,VAC LAND RES < ACRE,201098700,1052,2007,Spring,VL1066NC,4,4090,0,Eastern North,,278,5,Darrell L. Clarke,920-926 W SUSQUEHANNA AVENUE,19122,1052.13861083984,165.382970177283
172,3498002018,2018 N FRANKLIN ST,ZEB GLOVER & IRIS,GLOVER,SR,VAC LAND RES < ACRE,202068700,948,2004,Fall,VL0539EN,2,2144,0,Eastern North,,278,5,Darrell L. Clarke,2016-2018 N FRANKLIN STREET,19122,931.694519042969,161.684371586372
173,2752000532,532 W DAUPHIN ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,191414511,832,2000,Spring,VL0049,3,3168,6,Eastern North,,278,7,Maria Quinones-Sanchez,"532-536 W DAUPHIN STREET; 2263 N FAIRHILL STREET",19133,815.439147949219,135.399653676688
174,8795001958,1958 N 08TH ST,HOPE STREET DEVELOPERS LL, ,SR,VAC LAND RES < ACRE,202113400,1073,2007,Fall,VL0278EN_R,4,26461,3,Eastern North,,278,5,Darrell L. Clarke,"1920-1960 N 8TH STREET; 1959-1961 N DARIEN STREET; 
802-804 W NORRIS STREET",19122,1111.46765136719,168.06106958018
175,7152003041,3041 W SEDGLEY AVE,KENTUCKY HOLDINGS LLC, ,SR,VAC LAND RES < ACRE,323062000,868,2004,Spring,VL0326NC,8,12000,6,North Central,,276,5,Darrell L. Clarke,"1801-1821 N 31ST STREET; 3137-3147 SEDGLEY AVENUE",19121,879.426391601563,152.448852578692
176,2201002523,2523 CECIL B MOORE AVE,VIRGINIA JOHNSON, ,SR,VAC LAND RES < ACRE,324048400,1303,2008,Fall,VL1528NC,3,3943,4,North Central,,276,5,Darrell L. Clarke,2519-2525 CECIL B MOORE AVE,19121,1290.26489257813,191.115844083295
177,2201002919,2919 CECIL B MOORE AVE,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,324053701,1124,2006,Fall,VL0924BR-C,2,2609,0,North Central,,276,5,Darrell L. Clarke,2917-2919 CECIL B MOORE AVENUE,19121,1134.20257568359,178.350561279149
178,2201002917,2917 CECIL B MOORE AVE,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,324053601,1125,2006,Fall,VL0924BR-C,2,2609,0,North Central,,276,5,Darrell L. Clarke,2917-2919 CECIL B MOORE AVENUE,19121,1179.64947509766,179.51322074214
179,8840001727,1727 N 31ST ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,324195100,930,2003,Spring,VL0192NCSM,10,13472,13,North Central,,276,5,Darrell L. Clarke,"1709-1721, 1727-1731 N 31ST STREET; 3100 CLIFFORD STREET",19121,935.951477050781,154.509951060085
180,3666002028,2028 GERMANTOWN AVE,PHILADELPHIA REDEVELOPMEN, ,SC,VAC LAND COMM. < ACRE,183439730,4619,2001,Spring,VL0016,10,9150,7,Eastern North,,278,7,Maria Quinones-Sanchez,2014-2028 GERMANTOWN AVENUE,19122,4490.49865722656,269.986011577486
181,3744002922,2922 W GLENWOOD AVE,WOOTEN CRAIG, ,SR,VAC LAND RES < ACRE,324199100,535,2006,Fall,VL0927BR-C,3,1888,0,North Central,,276,5,Darrell L. Clarke,2920-2924 W GLENWOOD AVENUE,19121,530.546936035156,102.039357524195
182,1720000518,518 W BERKS ST,CLARK ALFONSO, ,SR,VAC LAND RES < ACRE,183041800,1003,2000,Spring,VL0003,9,30397,0,Eastern North,,292,7,Maria Quinones-Sanchez,"1848-52 GERMANTOWN AVE;  514-24, 528-30 W BERKS ST",19122,1045.92004394531,157.133820152774
183,2844000819,819 DIAMOND ST,PELZER FUNERAL HOME INC, ,SR,VAC LAND RES < ACRE,201085500,882,2011,Spring,VL1821EN,4,3500,3,Eastern North,,278,5,Darrell L. Clarke,"819-821 DIAMOND STREET; 2109-2111 N 9TH STREET",19122,883.658203125,154.022031604324
184,8840001729,1729 N 31ST ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,324195200,930,2003,Spring,VL0192NCSM,10,13472,13,North Central,,276,5,Darrell L. Clarke,"1709-1721, 1727-1731 N 31ST STREET; 3100 CLIFFORD STREET",19121,950.48486328125,154.842765340052
185,8791002342,2342 N 06TH ST,FRANK GAYMON,ODELLIE MICKENS OF RT,SR,VAC LAND COMM. < ACRE,371031500,1700,2008,Spring,VL1454EN,6,10320,5,Eastern North,,264,5,Darrell L. Clarke,2336-2346 N 6TH STREET,19133,1708.95526123047,235.03611912653
186,3072000532,532 EDGLEY ST,CITY OF PHILA,DEPT OF PUB PROP,SR,VAC LAND RES < ACRE,191386501,518,2016,Fall,VL3455EN_CLP,14,6940,3,EASTERN NORTH 2,,278,7,Maria Quinones-Sanchez,516-542 EDGLEY ST,19122,530.206176757813,102.89333331421
187,8795001932,1932 N 08TH ST,HOPE STREET DEVELOPERS LL, ,SR,VAC LAND RES < ACRE,202112100,976,2007,Fall,VL0278EN_R,4,26461,3,Eastern North,,278,5,Darrell L. Clarke,"1920-1960 N 8TH STREET; 1959-1961 N DARIEN STREET; 
802-804 W NORRIS STREET",19122,964.494140625,150.118232462966
